name,breed,color,dad_weight,available,dob,gender,mom_weight,price,puppy_id,registry,bio,age_in_weeks
Cassidy,Golden Retriever,Light Golden,80,I'm ready today!,24-Dec-16,Female,55,2050,501453,AKC,"Hi, meet Cassidy! She is such a friendly, playful, and fluffy little cutie. She just loves to be petted and have her belly rubbed. Her favorite things to do are giving kisses, playing, and of course being a great friend. She will come to you fully vaccinated and microchipped along with a nose to tail vet check. This cutie promises to bring so much love and fun to your life, wouldn't you love to have her? She is ready and waiting to go to her fur-ever home.",14
Marx,Shih Tzu,Red,10,14-Apr-17,17-Feb-17,Male,8,2350,501454,AKC,"Marx is lovable and playful. He is just as handsome and as lovable as they come. He is always up for anything. He will be the first to run in the yard for a good game of catch or to lie on the couch for a nice nap. He is just an all-around great pup! Marx will be sure to come home to you up to date on his vaccinations and vet checks. Don’t let this all around star pass you by. He will be sure to make that perfect, playful, loving addition that you and your family have been searching for.",6
Maze,Shih Tzu,Black,10,14-Apr-17,17-Feb-17,Male,8,2350,501455,AKC,Maze has beautiful coloring and a sweet personality. He will be that perfect cuddle buddy you have been looking for. He is always the first to want to lay right up with you when it’s movie and popcorn time. He will be sure to come home to you up to date on his puppy vaccinations and vet checks. Don’t let this little cuddle bug pass you by. He is just waiting for you to make him your forever baby boy.,6
Jedi,Golden Retriever,English Cream,75,11-Apr-17,14-Feb-17,Male,60,2775,501456,AKC,"Jedi is a playful and fun loving little sweetie! He loves playing outside in the sunshine and running in the grass, followed by some quality snuggle time. Jedi is working hard on his potty training, using puppy pads, and is doing fantastic! Jedi is being raised in our home with us, enjoying tons of attention each day! When arriving to his new home, he’ll come up to date on vaccinations, vet checked and pre-spoiled! Hurry! Jedi can’t wait to meet his new family!",7
Levi,Bulldog,Red & White,60,I'm ready today!,17-Dec-16,Male,60,3550,501458,AKC,Levi is a very sweet little boy. He has started potty training with the doggy door already. Levi is always doing something sweet to catch your attention and it always works! He is very sweet and I'm sure you'll fall in love with him at first sight. He will come home to you up to date on vaccinations and pre-spoiled. Don't pass up on this baby because he can't wait to meet you!,15
Miss Macy,Bernese Mountain Dog,"Black, White & Tan",110,28-Apr-17,1-Mar-17,Female,75,3550,501459,AKC,"Meet Miss Macy. This little sweetie is truly one of a kind! She loves to play, snuggle, and give lots of puppy kisses. Her fur is oh so soft and you'll love pampering her and petting her as much as possible. You'll just love taking her out on walks around the block and you will truly be a pretty picture at the dog park together. The sweet baby is hoping to go home to you, so pick up the phone and call about Miss Macy today! She can't wait to meet you!",5
Emmy,Bernese Mountain Dog,"Black, White & Tan",110,28-Apr-17,1-Mar-17,Female,75,3550,501460,AKC,"Meet Emmy! She is sugar, spice, and everything nice! Emmy is a sweet girl that loves to play, but also enjoys getting in some good snuggle time. Be careful! She gets attached quickly and will be sure to melt your heart with lots of puppy kisses. Emmy will arrive up to date on my vaccinations and vet checked. She can't wait for you to take her to the doggy salon, so she can keep up with her good looks. This little princess is one of a kind and won’t last long! Take her home today and make her your new furry family member.",5
Molly,Bernese Mountain Dog,"Black, White & Tan",110,28-Apr-17,1-Mar-17,Female,75,3550,501461,AKC,"Stop right there! You have found your new baby girl. Molly is as adorable as a puppy can be. She will be sure to shower you with her puppy love kisses every morning just to let you know how much you mean to her. Molly will be sure to come home to you happy, healthy, and ready to play. She will be up to date on her puppy vaccinations and vet checks just in time to come to her new home. Don’t miss out on the newest addition to your family. She will be sure to steal your heart away.",5
Dallas,Bernese Mountain Dog,"Black, White & Tan",110,28-Apr-17,1-Mar-17,Male,75,3550,501462,AKC,Wow! What a cutie you have found here! This little guy will be sure to steal your heart away with just one look into those puppy eyes. Dallas is as sweet as they come. He will be that perfect cuddle buddy you have been looking for. He is always the first to want to lay right up with you when it’s movie and popcorn time. He will be sure to come home to you up to date on his puppy vaccinations and vet checks. Don’t let this little cuddle bug pass you by. He is just waiting for you to make him your forever baby boy.,5
Hank,Bernese Mountain Dog,"Black, White & Tan",110,28-Apr-17,1-Mar-17,Male,75,3550,501464,AKC,"Meet Hank! This lovable pup is currently searching for a good, loving home. Whether playing all day or relaxing on the couch, Hank promises to be your most loving companion. This cutie will arrive to his new home up to date on his puppy vaccinations. Hank can't wait to jump into your arms and shower you with his many, many puppy kisses! Don't miss out!",5
Chloe,Siberian Husky,Black & White,65,27-Apr-17,27-Feb-17,Female,50,2050,501465,AKC,"Chloe is beautiful and outgoing. She is being handled daily, and is well socialized and outgoing. Chloe will have a complete nose to tail vet check and arrive with a current health certificate. She can’t wait to be cuddled in your arms for naps or playing with you outside on those bright, sunny days. You can depend on Chloe to put a smile on your face every morning when you wake up to her. Act now before you miss out on this little girl.",5
Mazy,Boxer,Flashy Fawn,65,I'm ready today!,15-Jan-17,Female,60,1875,501468,UABR,"Mazy is a little sister with five big brothers. She will likely be a smaller Boxer, but she doesn't let that stop her. She has all the personality and determination of a Boxer. She is always up for anything and is just an all-around great puppy! Mazy will be sure to come home to you up to date on her puppy vaccinations and vet checked. Don’t let this little star pass you by. She will be sure to make that perfect, playful, loving addition that you and your family have been searching for.",11
Chuckie,Siberian Husky,Black & White,65,27-Apr-17,27-Feb-17,Male,50,2050,501470,AKC,"Chuckie is energetic, outgoing, and inquisitive. He has great markings and a beautiful, full coat. He is just waiting for that perfect family to make him theirs. Don’t miss out on this handsome baby boy. He will be sure to come home to you up to date on his puppy vaccinations and vet checks. What are you waiting for? Make this cuddle bug yours today.",5
Cody,Siberian Husky,Black & White,65,27-Apr-17,27-Feb-17,Male,50,2050,501471,AKC,Cody is feisty and playful. This guy is the class clown and is sure to be a fun addition to any family. As soon as you walk in the door he’ll be right there to greet you with his wagging tail. Cody will be up to date on vaccinations before arriving home to you. He is eager to learn everything you want to teach him and he can’t wait to arrive at his new home to begin. Don’t miss your chance to add this loving pup to your family!,5
Pamela,Goldendoodle,Golden,60,24-Apr-17,23-Feb-17,Female,50,2050,501473,Not registered,"Pamela loves to be pampered and can't wait to meet your family! She loves to play and is full of life. This little sweetheart will bring tons of love into your home. She is a bundle of energy but, once tired, loves her naps. She is very affectionate and loves cuddling. She's always doing something cute to grab your attention and it always works! Pamela is very healthy and will come to you up to date on vaccinations and pre-spoiled. She is going to be a great addition to your family and she can't wait to meet you! Don't miss out on this cutie!",5
Chantel,Goldendoodle,Apricot,60,24-Apr-17,23-Feb-17,Female,50,2050,501474,Not registered,Chantel is a wonderful playmate who is full of life. She is being raised in a home full of love. This girl is sure to steal your heart! Chantel will be a very loyal companion to her new forever family. She will come home to you up to date on her vaccinations and with a full head to tail vet check. She hopes you love to cuddle and take a nap after a long day of fun. Don’t miss out on this pup. Her bags are packed and she’s ready to go!,5
Neo,Goldendoodle,Golden,60,24-Apr-17,23-Feb-17,Male,50,2095,501475,Not registered,"Neo loves to explore and is sure to be the center of attention. Imagine all the fun you'll have with this cutie. You can take him for nice walks in the park or just cuddle with him on those lazy, rainy afternoons. Neo will have a complete nose to tail vet check and arrive up to date on his vaccinations. This cutie has so much love to give and he wants to share it with you. Don't miss out!",5
Diego,Goldendoodle,Apricot,60,24-Apr-17,23-Feb-17,Male,50,2250,501476,Not registered,"Diego is a wonderful, eye catching companion who can't wait to jump into your arms. He can't wait to meet you. He just knows you'll love him as much as he'll love you! Diego will arrive healthy, happy, pre-spoiled and current on vaccinations. This cutie promises to bring much joy to your home. Don't miss out on making this special boy your very own. Puppy kisses are waiting!",5
Bitta,Goldendoodle,Apricot,14,2-May-17,2-Mar-17,Female,18,2725,501477,Not registered,Bitta is the sweetest girl who likes to be held close and snuggle gently up against you. She has a beautiful apricot coat and the cutest little nose. She will come home to you up to date on her vaccinations and fully vet checked from head to tail! Bitta has a very loving disposition and is looking for the perfect family to share that with. Could it be your family? She sure hopes so!,4
Bella,Goldendoodle,Golden,60,24-Apr-17,23-Feb-17,Female,50,2050,501478,Not registered,Bella is waiting to bring joy to her new home. She is full of personality and is too cute for words. Bella loves to attention and is ready at any moment to play with you or her toys. She will come home to you up to date on her vaccinations and fully vet checked from head to tail! Bella has a very loving disposition and is looking for the perfect family to share that with. Could it be your family? She sure hopes so!,5
Samson,Golden Retriever,English Cream,80,16-Apr-17,19-Feb-17,Male,70,3995,501479,AKC,"Samson has a sweet personality and looks at you with loving eyes. His blocky head, velvet black nose, and paws are just a few of his special features. He is furry, cuddly, and will have a playful disposition for many, many years to come. He is in a loving home and his training is going very well. Samson is definitely a first choice! Samson will have a complete nose to tail vet check and arrive up to date on his vaccinations. Don't pass up on this baby because he can't wait to meet you!",6
Hunter,Goldendoodle,Golden,60,24-Apr-17,23-Feb-17,Male,50,2050,501482,Not registered,"Hunter is full of life and loves to follow you around. He will surely make you smile with all his adorable antics. Hunter hopes he can go home to you today so that he can bring you all his love and puppy kisses. This cute boy promises to always be by your side as your most faithful, four-legged companion. Wouldn't you love to make Hunter yours today? Don't miss out!",5
Lexie,Goldendoodle,Golden,60,24-Apr-17,23-Feb-17,Female,50,2050,501483,Not registered,"Lexie is a real doll who loves to give puppy kisses. She is up to date on her vaccinations and would make a great lifelong companion. Lexie is so excited to meet her new family. She has lots of love and puppy kisses to give. This cutie loves to play and run around all day, but also has no problem taking a nap when time permits. Lexie is ready to meet you!",5
Floyd,Havanese,Chocolate Brindle,7,13-Apr-17,30-Jan-17,Male,8,1895,501484,AKC,"Floyd is adorable, social, and outgoing. He is being handled and played with daily. He's a real crowd-pleaser. He will do anything for a treat, or just a good belly rub. He will arrive up to date on vaccinations and with a thorough exam from his vet! He can't wait for you to bring him home and make him the star he deserves to be. He'll shine bright for you, for many years to come. Make Floyd your leading man today!",9
Angel,Goldendoodle,Cream,60,24-Apr-17,23-Feb-17,Female,50,2050,501485,Not registered,"Angel can't wait to bring joy to your family. She loves to be pampered and is too cute for words. She can't wait to meet her new family. When you hold her, you will never want to let go! She loves to snuggle and play, so you’ll be set with this pup! Whether playing all day or relaxing on the couch, Angel promises to be your most loving companion. Angel will arrive to her new home up to date on vaccinations, pre-spoiled and ready to love you! Don't miss out!",5
Freda,Havanese,Chocolate Sable,7,13-Apr-17,30-Jan-17,Female,8,1895,501486,AKC,"Freda is absolutely adorable. This girl is outgoing and adventurous. She is being handled daily, and is learning house manners and crate manners. Her affectionate nature is contagious and soon you will find yourself rolling around on the ground with this puppy being covered in puppy kisses. Freda will arrive to you up to date on her vaccinations, along with a full nose to tail vet check. Make Freda yours today, so you can join her on her next adventure.",9
Lady Olivia,Pug,Fawn,18,22-Apr-17,16-Feb-17,Female,14,2450,501487,AKC,Lady Olivia is incredibly precious. She loves cuddles and giving kisses. She will curl up with you and will melt your heart with her adorable face. She is great with other dogs and kids. She is also doing wonderful on potty training. Lady Olivia will come to you up to date on her vaccinations and vet checked. Call now before you miss out on bringing this beautiful girl home!,6
Freddie,Havanese,Chocolate Sable,7,13-Apr-17,30-Jan-17,Male,8,2050,501488,AKC,"Freddie is outgoing and adventurous. This boy is full of life and loves to play. HE is very accustomed to small children and chaos. Freddie will come home to you current on vaccinations and with our vet's seal of approval. Don't miss out on this one of a kind puppy, as he will bring your family closer together with his infectious energy and warm heart!",9
Faye,Havanese,Silver Sable,7,13-Apr-17,30-Jan-17,Female,8,1895,501489,AKC,"Faye is small and mighty. This girl is beautiful and should turn a really cool color, or silver and white. She is played with daily and is accustomed to children and chaos. She will arrive to you up to date on her vaccinations, along with a full nose to tail vet check. Faye promises not to disappoint and is patiently waiting just for you! Don't miss out on calling this cutie yours!",9
Colleen,Shih Tzu,Gold Sable & White,10,6-Apr-17,19-Jan-17,Female,9,2050,501490,AKC,"Colleen is outgoing, spoiled, and loves to play! She likes water too! She can't wait to meet you. She just knows you'll love her as much as she'll love you! Colleen will arrive healthy, happy, and current on vaccinations and vet checks. This cutie promises to bring much joy to your home. Don't miss out on making this special girl your very own. Puppy kisses are waiting!",10
Lady Harper,Pug,Fawn,18,20-Apr-17,16-Feb-17,Female,14,2450,501492,AKC,"Lady Harper is adorably cute, and is just now learning and exploring on her own. She will be a social and happy puppy. She is starting to play with toys now. When arriving to her new home, Lady Harper will be up to date on vaccinations, vet checked, and pre-spoiled. After a long day at work, this cutie will surely make your day with all her puppy kisses waiting at the door. Lady Harper loves to cuddle and just relax while getting her belly rubbed. She has been started potty training with puppy potty pads, Hurry! She can’t wait to start sharing her love with her new family!",6
Chaz,Havanese,Gold & White,10,I'm ready today!,29-Jan-17,Male,9,3350,501493,AKC,"Chaz is a gorgeous boy, who is ready to fill your home with so much love! He adores being close to you and is always happy to make friends with new people! Though he does enjoy playtime, he is content just lying around the house! He is up to date on vaccinations, vet exams, and is even microchipped! To make sure he has the best possible start, we will send him home with a potty training schedule, feeding chart, personalized guidebook, and many resources to help you along!  Give us a call now to ensure this little guy is yours!",9
Captain,Bernese Mountain Dog,"Black, White & Tan",110,28-Apr-17,1-Mar-17,Male,75,3550,501494,AKC,"May I introduce to you, the fabulous, the fantastic, the magnificent, Mr. Captain! This puppy is one of a kind, and will steal your heart the moment you lay eyes on him. He's a real crowd-pleaser. He will do anything for a treat, or just a good belly rub. He will arrive up to date on vaccinations and with a thorough exam from his vet! He can't wait for you to bring him home and make him the star he deserves to be. He'll shine bright for you, for many years to come. Make Captain your leading man today!",5
Wiggins,Shih Tzu,Red Sable,4,28-Apr-17,28-Feb-17,Male,7,1675,501495,CKC,"This sweet little guy is Wiggins. He has a beautiful red and white coat with chocolate markings on his face. One look at his adorable little face and you are hooked. His big, soft eyes are sure to melt any heart. Wiggins is just as sweet as he looks. He loves to be held and cuddled close and to have his tummy rubbed. He has a never ending supply of sweet puppy kisses available to everyone. Wiggins loves to play with toys. His favorite is his ball, which he loves to chase through the house. He loves to play with his litter mates and to explore the world around him. The petite little guy is the perfect size to go everywhere with you. When Wiggins is all worn out he loves to curl up in your lap and fall fast asleep. He will arrive at his lucky new family vet checked and already use to sleeping in his crate, plus he will have a good head start on potty training. Don't pass this one up! Make Wiggins yours today!",5
Lucy,Bernese Mountain Dog,"Black, White & Tan",110,28-Apr-17,1-Mar-17,Female,75,3550,501496,AKC,"Lucy is the queen of the castle and she's looking for a royal family to call her own. During the day, she lays around the house. But don't let this girl trick you, because once you are ready to play, she is always up for a to play a game. This adorable puppy will melt everyone's heart. Lucy will have a complete nose to tail vet check and will arrive up to date on her vaccinations. Lucy is ready to join your kingdom today! Call today!",5
Sparrow,Shih Tzu,Red Sable,4,28-Apr-17,28-Feb-17,Female,7,1825,501497,CKC,"This cute little doll is Sparrow. Her beautiful coat and cute teddy bear face is sure to catch your eye. This little girl is guaranteed to bring a smile to your face everyday. Her sweet personality is sure to melt your heart. Sparrow loves to cuddle up in your lap and to give you lots of sweet puppy kisses. She is always happy and loves to play with her toys. Her favorite is her little bunny that she packs around everywhere. Sparrow loves to play outside in the sunshine and to chase her littermates. After a long day of fun she loves to snuggle up in your lap and fall right to sleep. Sparrow will arrive at her new home vet checked and already use to sleeping in her crate at night, plus she will have a head start on potty training. Don't wait to long or this little girl will be gone! Make the call and she can be yours!",5
Cody,Bernese Mountain Dog,"Black, White & Tan",110,28-Apr-17,1-Mar-17,Male,75,3550,501498,AKC,"Meet Cody. He is a perfect puppy! Cody is the lifelong companion you’ve been looking for. He loves to be held and spoiled. When arriving to his new home, Cody will be up to date on vaccinations, vet checked, and pre-spoiled. After a long day at work, this cutie will surely make your day with his puppy kisses waiting at the door. Cody loves to cuddle and just relax while getting his belly rubbed. Hurry! He can’t wait to start sharing his love with your family!",5
Griz,Bulldog,Fawn Brindle & White,65,I'm ready today!,1-Feb-17,Male,50,3695,501500,AKC,"Griz is a very playful and athletic pup. He is first to the food and first to jump up and ask for affection. His tail wags a mile a minute! Griz's rich coloring capture the tri-color aspect of his dam, and his temperament and personality follow that of his sire. He has been consistently socialized with children of all ages since age three weeks. He loves to meet new people. He is comfortable around our adult cat, as well as large breed dogs. Griz is a playful little sweetheart who is ready to be your forever friend.",9
Ginger,Shih Tzu,Red Sable,4,28-Apr-17,28-Feb-17,Female,7,1825,501501,CKC,"This stunning little girl is Ginger. She has a beautiful red sable coat with a chocolate face and big sparkling eyes. This unique color combination makes her really stand out. There is just no way to resist her cute face and sweet puppy kisses. Ginger will have you wrapped around her little paw in no time at all ! Who  wouldn't want this little cutie pie to greet them everyday. Ginger is just as sweet as she looks. She loves to run and hop like a bunny and to carry around her teddy bear. She loves to chase her littermates and to play outside in the sunshine. Ginger is always happy and her little tail never stops wagging. She will arrive at her forever home vet checked and use to sleeping in her crate, plus she will have a good head start on potty training. Ginger would love to make all your puppy dreams come true!",5
Lady Sadie,Pug,Fawn,18,20-Apr-17,16-Feb-17,Female,14,2450,501502,AKC,"Let me introduce you to Lady Sadie. She is such a lover. She wants to be held and cuddled. Once you have a companion like her, she will be sure to melt your heart. She is being raised with lots of love, so she will come to you pre-spoiled. You are sure to fall in love with her gorgeous face! She has been started on puppy potty pads to help with potty training. She will be up to date on all vaccinations and puppy wellness checks. Hurry, this cutie has her bags packed and is ready to venture off to her new home!",6
Max,Bulldog,Fawn & White,65,8-Apr-17,9-Feb-17,Male,55,3695,501503,AKC,"Max has a very sweet disposition and is a little on the quiet side. He is an artful sleeper who would rather sleep than play and wrestle. He is healthy and fit, loves to eat more than most of his brothers and sisters. He has been consistently socialized with children of all ages and loves being a lap dog with a toy to chew on. Max, however, seems to be the dog who jumps higher than any other in the litter, we suspect he will be very athletic like the Sire when he is done being a sleepy puppy.",7
Hickory,French Bulldog,Blue Fawn,14,17-Apr-17,18-Feb-17,Male,16,4995,501504,CKC,"This handsome little guy is Hickory. He has a pale fawn coat with a blue cast. He has a very compact body with short, sturdy legs. Hickory is tons of fun to play with. He loves to run and hop around like a bunny. He loves playing with toys and exploring outside. He loves to play with his littermates and is good at sharing his toys. When the weather is nice he loves playing outside and chasing his ball and chewing on sticks. After a long day of playing Hickory loves to snuggle up in doggy bed with all his toys and fall fast asleep. Hickory will arrive at his forever home vet checked from head to tail and already have a good head start on potty training. This little boy is waiting for your call!",6
Breeze,French Bulldog,Blue,14,17-Apr-17,18-Feb-17,Male,16,5250,501505,CKC,"This cute little guy is Breeze. His dark blue coat and solid white head with a blue nose really makes him stand out in a crowd. Breeze is packed full of personality. He has a happy, outgoing spirit. Breeze never meets a stranger and loves everyone instantly. Breeze believes that everyone wants to hold him and of course rub his tummy. He has a never ending supply of sweet puppy kisses available to everyone. You can't be around this little guy without smiling. He loves to play outside and to chase his littermates around the yard. Breeze will arrive at his new home vet checked and crate trained, plus he will have a good head start on potty training. This little boy would love to bring years of joy and laughter to your family! Make the call and He can be yours!",6
Arlo,Bulldog,Fawn & White,65,8-Apr-17,9-Feb-17,Male,55,3695,501506,AKC,"Arlo is a little ball of energy. He loves to run and jump and play tug-of-war with his brothers and sisters. His tail wags a mile a minute when he sees his humans coming to interact with him. He is not the biggest pup in the litter, but he certainly eats the most. Arlo would rather play with you than let you take his picture. He has been consistently socialized with children of all ages and handles himself well around large breed dogs and our family cat.",7
B I N G O,Vizsla,Rust,50,14-Apr-17,17-Feb-17,Male,40,2350,501507,AKC,"I call him Bingo because we are farmers, and the song there was a farmer had a dog and BINGO was his name. He loves running around the farm chasing the chicken and playing with the kids. If you want a buddy this one is for you, he will follow you where ever you go. Great personality, already using doggie door and potting in the grass. He is fun and very smart.",6
Maverick,French Bulldog,White & Fawn,14,17-Apr-17,18-Feb-17,Male,16,4995,501508,CKC,"This charming little guy is Maverick. His pale red coat and solid white head make him a eye catcher. He has a very compact body and broad chest with short sturdy legs. Maverick is the perfect little French Bulldog. He is very friendly and always happy. Maverick is always so excited to see you and loves to be held. He loves his toys and never goes anywhere without packing one with him. He loves to meet new people and to make new furry friends. Maverick loves to go for rides in the car and to explore outside when the weather is nice. He will arrive at his new loving home vet checked and crate trained, plus he will have a good head start on potty training. Hickory would love to greet you every morning with a sweet puppy kiss and a cute wagging little tail!",6
Dozer,Bulldog,Fawn & White,65,8-Apr-17,9-Feb-17,Male,55,3695,501509,AKC,"Dozer is healthy and athletic, and he loves to talk about it! That's our little Dozer. A healthy eater, Dozer loves to wrestle and play. Dozer is proving to be a high energy pup and would do well in a family that enjoys activity. Dozer has been well-socialized with all ages and loves children. He is very curious about other adult dogs and cats in our home. Dozer's deep fawn markings and black facial accents will give him a dramatic look as an adult Bulldog.",7
Lola,Maltipoo,Chocolate & Tan,6,I'm ready today!,7-Feb-17,Female,8,1875,501510,Not registered,"“Hi! My name is Lola and there is no need to look any further, because I am the one for you! I promise to brighten your every morning with puppy kisses and snuggle with you every night. I have the nicest coat that just begs to be pet. Don't you want me to be the newest addition to your family? I will have a complete nose to tail vet check and my vaccinations will also be up to date. Choose me and I promise to make a lifetime of memories with you. I can't wait to leap in your arms and be yours forever!”",8
Isaac,Maltipoo,White with Cream,6,13-Apr-17,13-Feb-17,Male,7,1875,501511,Not registered,"Wow! What a handsome boy you have found here. Isaac is an adorable guy that is fun to be around. His curious nature will keep you on your toes for many years to come and the unconditional love he provides will fill your home with love and laughter. He will arrive to you up to date on his vaccinations, along with a full nose to tail vet check. Isaac promises not to disappoint and is patiently waiting just for you! Don't miss out on calling this cutie yours!",7
Hope,Yorkshire Terrier,Black & Gold,5,13-Apr-17,10-Feb-17,Female,6,1950,501512,ACA,"Dog lovers, you’re in for a treat! Hope is a beautiful puppy. She is the perfect pup for any family searching for a lifelong companion. Hope is quite gentle, but is always ready to play. This girl will be sure to steal your heart, as she forms strong bonds with those that show her love and compassion. Her beautiful coat is out of this world. To find out more about Hope, give us a call today!",7
Baron,Poodle,Cream,65,I'm ready today!,2-Feb-17,Male,50,2450,501514,AKC,"""Hi, my name is Baron! I am as sweet as can be, every time someone picks me up I give them a sweet kiss to show my love! I started out on the small side for a boy and mommy protected me, but I grew up fast and now I am the third biggest in the litter! My daddy says I have intelligent eyes. I do not cause any trouble and I am almost ready to go to my forever home! I can't wait to see the family who picks me!""",8
Jody,Labrador Retriever,Black,70,5-Apr-17,8-Feb-17,Female,50,2095,501515,AKC,This darling girl is ready to be shown off to your friends! Jody is a gorgeous female pup that wants to light up your life. Jody will have a complete nose to tail vet check and arrive with a current health certificate. She will love running around town with you doing errands or snuggling at home to relax. Jody is well socialized and eager to find her forever home. Don’t miss out on this spectacular companion.,8
Jessica,Labrador Retriever,Black,70,5-Apr-17,8-Feb-17,Female,50,2095,501516,AKC,"Wow! Jessica is simply precious! You just can't go wrong choosing her. Jessica has been raised in a loving environment, so she's already been pre-spoiled. This cutie comes up to date on vaccinations and vet checked to help make her transition from our home to yours an easy one. What more could you ask for? Whether playing all day or lounging on the couch with you, Jessica will surely make your family complete!",8
Jimmy,Labrador Retriever,Chocolate,70,5-Apr-17,8-Feb-17,Male,50,2095,501517,AKC,"Get ready for nonstop action with Jimmy at your side! This great, active boy will have you playing with him in no time. You just can’t help but want to play with him when you see him. Jimmy loves to go on adventures and hopes you’ll join him on them. Whether chasing the butterflies in the yard, or finding the cookie under the sofa, this impressive boy will have you laughing and loving him in no time. Don’t miss out on making Jimmy part of your family.",8
Monty,Pug,Silver Fawn,18,20-Apr-17,16-Feb-17,Male,14,2450,501519,AKC,"""Hi, my name is Monty! I love to play, and I can't wait to go home with you so we can play together. I will be the perfect best friend. Maybe we can take little naps and cuddle up with a soft blanket together. I love to give puppy kisses to all my friends. I have been raised with lots of love. I really like my vet, he makes sure I have all my vaccinations and I am ready to go to my fur-ever home. I have started my potty training on puppy pads. Don't let me get away. I will be sure to be the puppy of your dreams.""",6
Judd,Labrador Retriever,Chocolate,70,5-Apr-17,8-Feb-17,Male,50,2095,501521,AKC,Introducing Judd! This little head turner can't wait to meet you. Judd comes from a long line of incredible dogs. Isn't he a dream? You can tell that Judd knows he is a cutie. He struts around the house like he is the king of the castle. Judd will be sure to come home with his vaccinations up to date and the vet's stamp of approval. Don't miss out on a chance to bring him home. Puppies like this don't come around often.,8
Jackson,Labrador Retriever,Chocolate,70,5-Apr-17,8-Feb-17,Male,50,2095,501522,AKC,Meet Jackson! Isn’t he just handsome? This little guy will definitely brighten up your days. He will be the talk of the town. Wouldn’t you just love to make this sweet pup yours today? Jackson is more than ready to shower you with all of the love he has to offer. Jackson will have a complete nose to tail vet check and arrive up to date on his vaccinations. Make Jackson a part of your family and you will not be able to imagine your life without him.,8
Jadie,Labrador Retriever,Chocolate,70,5-Apr-17,8-Feb-17,Female,50,2095,501523,AKC,"Meet Jadie! This little sweetie is truly one of a kind! She loves to play, snuggle, and give lots of puppy kisses. Her fur is oh so soft and you'll love pampering her and petting her as much as possible. You'll just love taking her out on walks around the block and you will truly be a pretty picture at the dog park together. The sweet baby is hoping to go home to you, so pick up the phone and call about Jadie today! She can't wait to meet you!",8
Poppy,Maltipoo,Black,7,I'm ready today!,27-Jan-17,Female,6,1875,501524,Not registered,Meet pretty Poppy! This sweet little girl will make a wonderful new best friend and companion! She will love being by your side through every adventure! Poppy is the sweetest and most loving puppy! She will be vet checked completely before going to her new home along with being microchipped! Poppy promises her new family puppy kisses daily! She will make your home complete with her fun personality! Pick Poppy today and make her your new sweet baby.,9
Walter,Pug,Silver Fawn,18,20-Apr-17,16-Feb-17,Male,14,2450,501525,AKC,"""Hi, my name is Walter and I am looking for my new fur-ever home. I am still very young and I am learning so many new fun things. Wouldn't you love to pick me? We can go for long walks together and maybe you can teach me to play ball. After a long day we can curl up and take a nice nap with a soft blanket. I will come pre-spoiled and ready to meet my new friends and family. Call now and make me yours today!""",6
Willam,French Bulldog,Blue Brindle,20,7-Apr-17,10-Feb-17,Male,20,7395,501526,AKC,"Willam is a gorgeous, blue brindle French Bulldog. He is currently the largest of the litter! He is working on puppy pad training and doing a fantastic job so far! When arriving to his new home, Willam will be up to date on vaccinations, vet checked, and pre-spoiled. After a long day at work, this cutie will surely make your day with his puppy kisses waiting at the door. Willam loves to cuddle and just relax while getting his belly rubbed. Hurry! He can’t wait to start sharing his love with your family!",7
Lilly,Coton de Tulear,White,14,10-Apr-17,13-Feb-17,Female,12,2595,501527,AKC,"This little lady is Lilly. As you can tell, she is truly one of a kind. Just take a look at her gorgeous face. Her fur is also soft, shiny, and you'll love petting it all day. Not only does she have looks, but she has a personality like no other. She loves to play and cuddle. You can always count on Lilly to be by your side. Lilly is up to date on her puppy vaccinations and pre-spoiled, so this little princess is all ready to go! Call about making this little baby yours today!",7
Lucy,Coton de Tulear,White,14,10-Apr-17,13-Feb-17,Female,12,2595,501528,AKC,"This sweetheart is just what you have been looking for. She has the sweetest personality and eyes that will melt your heart. Lucy will always be by your side, ready to shower you in puppy kisses. She'll cheer you up on those hard days and she'll make the great days even better. She truly has a heart of gold and you will have no idea what you've been doing all your life without her. Make your dreams a reality and call about bringing this girl home now!",7
Lucas,Coton de Tulear,White,14,10-Apr-17,13-Feb-17,Male,12,2450,501529,AKC,Meet Lucas! Isn’t he just handsome? This little guy will definitely brighten up your days. He will be the talk of the town. Wouldn’t you just love to make this sweet pup yours today? Lucas is more than ready to shower you with all of the love he has to offer. Lucas will have a complete nose to tail vet check and arrive up to date on his vaccinations. Make Lucas a part of your family and you will not be able to imagine your life without him.,7
Larry,Coton de Tulear,White,14,10-Apr-17,13-Feb-17,Male,12,2450,501530,AKC,"Larry is a bright, little guy. He's active and full of energy. He never says no to playtime and is always trying to catch your attention with his handsome face. His coat is soft to the touch and as you can see, he just brings a smile to your face with those adorable, round, puppy eyes. He will be up to date on his vaccinations and vet checked before arriving to his new home. Bring Larry to your home and you will see what a joy it is to have him around.",7
Lucky,Coton de Tulear,White,14,10-Apr-17,13-Feb-17,Male,12,2450,501531,AKC,Meet Lucky! Lucky has a great personality and a very beautiful coat. This baby is going to make a great companion and be very loyal to his family. Lucky is always doing something sweet to catch your attention and it always works! He is very sweet and I'm sure you'll fall in love with him at first sight. He will come home to you up to date on vaccinations and pre-spoiled. Don't pass up on this baby because he can't wait to meet you!,7
